DscClasseConsumo,SigUF,SigTipoGeracao,periodo,TotalEmpreendimentos
Residencial,RO,UFV,2009-02,1
Residencial,RO,UFV,2009-06,1
Residencial,MS,UFV,2009-06,1
Comercial,MS,UFV,2009-09,1
Residencial,MS,UFV,2010-04,1
Residencial,MS,UFV,2010-07,1
Comercial,MS,UFV,2010-09,1
Residencial,MS,UFV,2010-10,1
Residencial,MS,UFV,2010-11,2
Comercial,MS,UFV,2011-04,2
Residencial,MS,UFV,2011-05,1
Industrial,MS,UFV,2011-07,1
Rural,MS,UFV,2011-08,1
Residencial,MS,UFV,2012-02,1
Residencial,MS,UFV,2012-06,1
Residencial,MS,UFV,2012-11,1
Residencial,MS,UFV,2013-01,1
Residencial,MS,UFV,2013-02,1
Rural,RO,UFV,2013-04,1
Comercial,RO,UFV,2013-04,1
Residencial,RO,UFV,2013-04,1
Residencial,PE,UFV,2013-08,1
Residencial,MS,UFV,2013-08,1
Industrial,RO,UFV,2013-12,1
Comercial,PE,UFV,2013-12,1
Residencial,MS,UFV,2014-03,2
Comercial,MS,UFV,2014-03,1
Residencial,GO,UFV,2014-05,1
Poder Público,PE,UFV,2014-07,1
Residencial,PE,UFV,2014-08,1
Industrial,PE,UFV,2014-09,1
Residencial,MS,UFV,2014-09,1
Rural,GO,UFV,2014-09,1
Comercial,PE,UFV,2014-09,1
Poder Público,PE,UFV,2014-10,1
Comercial,RO,UFV,2014-11,1
Residencial,MS,UFV,2014-11,1
Residencial,PE,UFV,2014-12,2
Comercial,PE,UFV,2015-01,1
Residencial,PE,UFV,2015-03,1
Comercial,PE,UFV,2015-03,1
Residencial,RO,UFV,2015-03,1
Poder Público,PE,UFV,2015-03,1
Comercial,GO,UFV,2015-03,1
Residencial,PE,UFV,2015-04,5
Comercial,PE,UFV,2015-04,2
Residencial,PE,UFV,2015-05,1
Residencial,GO,UFV,2015-05,1
Residencial,PE,UFV,2015-06,2
Residencial,GO,UFV,2015-07,1
Poder Público,PE,UFV,2015-07,1
Residencial,PE,EOL,2015-07,1
Residencial,PE,UFV,2015-07,4
Residencial,MS,UFV,2015-07,1
Residencial,PE,UFV,2015-08,1
Comercial,GO,UFV,2015-08,1
Poder Público,PE,UFV,2015-08,1
Residencial,PE,UFV,2015-09,1
Comercial,PE,UFV,2015-09,3
Residencial,GO,UFV,2015-10,1
Residencial,PE,UFV,2015-10,2
Comercial,PE,UFV,2015-10,1
Poder Público,PE,UFV,2015-10,1
Rural,GO,UTE,2015-11,1
Residencial,GO,UFV,2015-11,4
Residencial,RO,UFV,2015-11,1
Residencial,PE,UFV,2015-11,6
Residencial,GO,UFV,2015-12,8
Rural,GO,UTE,2015-12,1
Residencial,MS,UFV,2015-12,1
Comercial,GO,UFV,2015-12,1
Residencial,PE,UFV,2015-12,2
Residencial,MG,UFV,2015-12,1
Comercial,PE,UFV,2015-12,4
Comercial,PE,UFV,2016-01,5
Residencial,GO,UFV,2016-01,3
Residencial,PE,UFV,2016-01,1
Rural,PE,UFV,2016-01,2
Residencial,GO,UFV,2016-02,5
Residencial,PE,UFV,2016-02,8
Comercial,PE,UFV,2016-02,1
Comercial,PE,UFV,2016-03,4
Residencial,PE,UFV,2016-03,6
Residencial,GO,UFV,2016-03,2
Residencial,MS,UFV,2016-03,1
Poder Público,PE,UFV,2016-03,1
Comercial,GO,UFV,2016-03,2
Residencial,RO,UFV,2016-04,1
Rural,GO,UFV,2016-04,1
Residencial,GO,UFV,2016-04,5
Comercial,GO,UFV,2016-04,1
Comercial,RO,UFV,2016-04,1
Residencial,PE,UFV,2016-04,8
Comercial,RO,UFV,2016-05,1
Comercial,PE,UFV,2016-05,3
Residencial,RO,UFV,2016-05,1
Residencial,MS,UFV,2016-05,1
Residencial,PE,UFV,2016-05,3
Residencial,GO,UFV,2016-05,3
Residencial,RO,UFV,2016-06,2
Industrial,PE,UFV,2016-06,2
Residencial,PE,UFV,2016-06,5
Residencial,RR,UFV,2016-06,1
Comercial,PE,UFV,2016-06,3
Comercial,PE,UTE,2016-06,1
Comercial,GO,UFV,2016-06,2
Residencial,GO,UFV,2016-06,397
Residencial,MS,UFV,2016-06,1
Poder Público,GO,UFV,2016-06,1
Poder Público,PE,UFV,2016-06,1
Comercial,RO,UFV,2016-06,1
Residencial,RO,UFV,2016-07,1
Comercial,PE,UFV,2016-07,5
Comercial,GO,UFV,2016-07,1
Residencial,PE,UFV,2016-07,6
Residencial,GO,UFV,2016-07,68
Residencial,PE,UFV,2016-08,7
Residencial,GO,UFV,2016-08,8
Poder Público,PE,UFV,2016-08,1
Comercial,PE,UFV,2016-08,4
Comercial,PE,UFV,2016-09,4
Residencial,MS,UFV,2016-09,2
Comercial,GO,UFV,2016-09,3
Residencial,GO,UFV,2016-09,27
Residencial,PE,UFV,2016-09,7
Rural,MS,UFV,2016-09,1
Comercial,PR,UFV,2016-10,1
Residencial,PE,UFV,2016-10,7
Residencial,RO,UFV,2016-10,1
Comercial,SP,UFV,2016-10,1
Comercial,PE,UFV,2016-10,1
Residencial,GO,UFV,2016-10,12
Residencial,PE,UFV,2016-11,2
Comercial,GO,UFV,2016-11,1
Residencial,GO,UFV,2016-11,6
Residencial,RO,UFV,2016-11,2
Comercial,RO,UFV,2016-11,2
Residencial,MS,UFV,2016-11,1
Comercial,PE,UFV,2016-11,1
Industrial,GO,UFV,2016-11,1
Residencial,GO,UFV,2016-12,5
Residencial,SP,UFV,2016-12,1
Residencial,PR,UFV,2016-12,2
Residencial,PE,UFV,2016-12,7
Comercial,GO,UFV,2016-12,1
Comercial,RO,UFV,2016-12,2
Rural,GO,UFV,2016-12,1
Comercial,PR,UFV,2016-12,1
Residencial,BA,UFV,2016-12,1
Rural,GO,UFV,2017-01,1
Rural,GO,UTE,2017-01,1
Residencial,PE,UFV,2017-01,4
Comercial,GO,UFV,2017-01,4
Comercial,PE,UFV,2017-01,3
Comercial,RO,UFV,2017-01,1
Residencial,GO,UFV,2017-01,8
Residencial,RO,UFV,2017-01,4
Serviço Público,GO,UFV,2017-01,1
Rural,GO,UFV,2017-02,1
Residencial,RO,UFV,2017-02,1
Residencial,GO,UFV,2017-02,10
Comercial,PE,UFV,2017-02,1
Residencial,PE,UFV,2017-02,2
Comercial,GO,UFV,2017-02,3
Comercial,GO,UFV,2017-03,3
Residencial,PE,UFV,2017-03,10
Residencial,RO,UFV,2017-03,3
Comercial,RO,UFV,2017-03,1
Rural,GO,UFV,2017-03,2
Residencial,GO,UFV,2017-03,16
Comercial,PE,UFV,2017-03,3
Residencial,RR,UFV,2017-03,1
Industrial,PE,UFV,2017-03,1
Residencial,PE,UFV,2017-04,8
Rural,GO,UTE,2017-04,1
Residencial,GO,UFV,2017-04,7
Comercial,GO,UFV,2017-04,6
Comercial,MS,UFV,2017-04,1
Comercial,RO,UFV,2017-04,1
Rural,PR,UFV,2017-04,1
Residencial,RO,UFV,2017-04,1
Residencial,PE,UFV,2017-05,9
Residencial,PR,UFV,2017-05,1
Comercial,PE,UFV,2017-05,4
Residencial,RO,UFV,2017-05,1
Comercial,GO,UFV,2017-05,8
Rural,GO,UFV,2017-05,1
Residencial,GO,UFV,2017-05,11
Rural,MS,UFV,2017-06,1
Poder Público,PE,UFV,2017-06,4
Comercial,PE,UFV,2017-06,5
Residencial,RO,UFV,2017-06,1
Rural,PR,UFV,2017-06,1
Residencial,MS,UFV,2017-06,1
Rural,RS,UFV,2017-06,1
Comercial,GO,UFV,2017-06,9
Residencial,PE,UFV,2017-06,12
Comercial,RO,UFV,2017-06,1
Rural,GO,UFV,2017-06,2
Industrial,PE,UFV,2017-06,1
Residencial,GO,UFV,2017-06,147
Comercial,MS,UFV,2017-06,1
Residencial,PR,UFV,2017-06,1
Residencial,GO,UFV,2017-07,54
Comercial,GO,UFV,2017-07,8
Residencial,PE,UFV,2017-07,15
Industrial,PE,UFV,2017-07,1
Comercial,PE,UFV,2017-07,5
Residencial,MS,UFV,2017-07,1
Residencial,RO,UFV,2017-07,3
Rural,PR,UFV,2017-07,1
Rural,PR,UFV,2017-08,2
Residencial,GO,UFV,2017-08,20
Poder Público,GO,UFV,2017-08,3
Industrial,PE,UFV,2017-08,2
Comercial,PE,UFV,2017-08,4
Residencial,PR,UFV,2017-08,1
Rural,GO,UFV,2017-08,3
Residencial,PE,UFV,2017-08,10
Comercial,GO,UFV,2017-08,7
Residencial,RO,UFV,2017-08,4
Industrial,MS,UFV,2017-08,1
Poder Público,PE,UFV,2017-09,3
Comercial,GO,UFV,2017-09,7
Comercial,PR,UFV,2017-09,1
Poder Público,GO,UFV,2017-09,5
Residencial,GO,UFV,2017-09,23
Residencial,PE,UFV,2017-09,9
Rural,GO,UFV,2017-09,6
Residencial,SP,UFV,2017-09,2
Residencial,RR,UFV,2017-09,1
Comercial,PE,UFV,2017-09,5
Residencial,RO,UFV,2017-09,2
Residencial,PR,UFV,2017-10,2
Residencial,RR,UFV,2017-10,1
Poder Público,GO,UFV,2017-10,1
Comercial,GO,UFV,2017-10,6
Comercial,PE,UFV,2017-10,9
Residencial,PE,UFV,2017-10,12
Rural,GO,UFV,2017-10,3
Residencial,GO,UFV,2017-10,27
Residencial,SP,UFV,2017-10,1
Rural,MS,UFV,2017-10,1
Comercial,RO,UFV,2017-10,1
Residencial,RO,UFV,2017-10,2
Comercial,PR,UFV,2017-11,1
Rural,GO,UFV,2017-11,3
Comercial,PE,UFV,2017-11,5
Poder Público,RR,UFV,2017-11,1
Rural,PR,UFV,2017-11,1
Industrial,PR,UFV,2017-11,1
Residencial,PE,UFV,2017-11,14
Residencial,SP,UFV,2017-11,1
Industrial,PE,UFV,2017-11,2
Residencial,PR,UFV,2017-11,4
Residencial,GO,UFV,2017-11,20
Industrial,GO,UFV,2017-11,1
Poder Público,GO,UFV,2017-11,5
Comercial,GO,UFV,2017-11,7
Rural,PE,UFV,2017-11,1
Residencial,RO,UFV,2017-12,2
Comercial,PE,UFV,2017-12,5
Poder Público,RR,UFV,2017-12,2
Comercial,GO,UFV,2017-12,8
Residencial,GO,UFV,2017-12,32
Poder Público,GO,UFV,2017-12,2
Rural,PR,UFV,2017-12,2
Residencial,PR,UFV,2017-12,2
Residencial,PE,UFV,2017-12,16
Rural,PE,UFV,2017-12,1
Residencial,RR,UFV,2017-12,1
Rural,GO,UFV,2017-12,8
Comercial,RO,UFV,2017-12,3
Rural,GO,UTE,2018-01,1
Rural,GO,UFV,2018-01,7
Comercial,PR,UFV,2018-01,1
Residencial,GO,UFV,2018-01,21
Comercial,GO,UFV,2018-01,11
Poder Público,GO,UFV,2018-01,3
Rural,MS,UFV,2018-01,1
Residencial,PE,UFV,2018-01,29
Industrial,PR,UFV,2018-01,2
Comercial,RO,UFV,2018-01,2
Residencial,RO,UFV,2018-01,2
Comercial,PE,UFV,2018-01,12
Rural,PR,UFV,2018-01,1
Residencial,PR,UFV,2018-01,5
Industrial,GO,UFV,2018-01,1
Industrial,PR,UFV,2018-02,1
Residencial,BA,UFV,2018-02,1
Residencial,RO,UFV,2018-02,3
Comercial,PR,UFV,2018-02,1
Residencial,PR,UFV,2018-02,1
Residencial,PB,UFV,2018-02,1
Rural,GO,UFV,2018-02,1
Industrial,PB,UFV,2018-02,2
Residencial,GO,UFV,2018-02,35
Poder Público,GO,UFV,2018-02,1
Residencial,SP,UFV,2018-02,1
Residencial,PE,UFV,2018-02,10
Residencial,RR,UFV,2018-02,1
Rural,PB,UFV,2018-02,1
Comercial,PE,UFV,2018-02,12
Comercial,GO,CGH,2018-02,1
Comercial,GO,UFV,2018-02,13
Residencial,GO,UFV,2018-03,45
Industrial,PE,UFV,2018-03,2
Rural,PE,UFV,2018-03,1
Residencial,MS,UFV,2018-03,1
Comercial,GO,UFV,2018-03,10
Residencial,RR,UFV,2018-03,1
Residencial,PE,UFV,2018-03,14
Rural,RO,UFV,2018-03,1
Residencial,RO,UFV,2018-03,3
Comercial,RO,UFV,2018-03,1
Rural,GO,UFV,2018-03,4
Comercial,PB,UFV,2018-03,2
Comercial,PE,UFV,2018-03,9
Poder Público,GO,UFV,2018-04,1
Residencial,RO,UFV,2018-04,2
Rural,GO,UTE,2018-04,1
Rural,SP,UFV,2018-04,1
Residencial,PE,UFV,2018-04,51
Comercial,GO,CGH,2018-04,1
Residencial,SP,UFV,2018-04,2
Comercial,GO,UFV,2018-04,7
Rural,GO,UFV,2018-04,3
Comercial,PE,UFV,2018-04,7
Rural,PE,UFV,2018-04,3
Industrial,GO,UFV,2018-04,1
Residencial,GO,UFV,2018-04,50
Residencial,PR,UFV,2018-04,3
Residencial,BA,UFV,2018-04,1
Comercial,SP,UFV,2018-04,1
Comercial,PR,UFV,2018-04,2
Residencial,MS,UFV,2018-04,1
Residencial,PB,UFV,2018-04,1
Comercial,PE,UFV,2018-05,15
Residencial,PR,UFV,2018-05,2
Residencial,RO,UFV,2018-05,7
Comercial,PB,UFV,2018-05,1
Rural,GO,UFV,2018-05,3
Residencial,PE,UFV,2018-05,41
Residencial,GO,UFV,2018-05,64
Comercial,GO,UFV,2018-05,10
Poder Público,PB,UFV,2018-05,1
Residencial,MS,UFV,2018-05,1
Comercial,RO,UFV,2018-05,1
Residencial,RR,UFV,2018-05,1
Residencial,PB,UFV,2018-05,1
Poder Público,PE,UFV,2018-05,1
Rural,PE,UFV,2018-05,1
Rural,GO,UTE,2018-05,1
Comercial,PE,UFV,2018-06,16
Industrial,PE,UFV,2018-06,2
Residencial,PR,UFV,2018-06,2
Industrial,GO,UFV,2018-06,1
Residencial,RO,UFV,2018-06,1
Rural,GO,UFV,2018-06,8
Comercial,GO,UFV,2018-06,14
Poder Público,GO,UFV,2018-06,1
Residencial,PE,UFV,2018-06,26
Rural,PE,UFV,2018-06,3
Residencial,MS,UFV,2018-06,1
Residencial,GO,UFV,2018-06,75
Comercial,PR,UFV,2018-06,1
Residencial,PR,UFV,2018-07,1
Rural,RO,UFV,2018-07,1
Industrial,PE,UFV,2018-07,1
Comercial,GO,UFV,2018-07,19
Residencial,RO,UFV,2018-07,1
Residencial,PE,UFV,2018-07,24
Residencial,PB,UFV,2018-07,1
Rural,GO,UFV,2018-07,7
Comercial,PE,UFV,2018-07,10
Rural,RS,UFV,2018-07,1
Industrial,PB,UFV,2018-07,1
Comercial,RO,UFV,2018-07,3
Poder Público,RR,UFV,2018-07,1
Rural,PE,UFV,2018-07,2
Residencial,GO,UFV,2018-07,69
Comercial,PR,UFV,2018-07,1
Poder Público,PB,UFV,2018-08,1
Rural,PE,UFV,2018-08,2
Comercial,RO,UFV,2018-08,1
Industrial,PR,UFV,2018-08,1
Comercial,GO,UFV,2018-08,15
Rural,PR,UFV,2018-08,1
Residencial,PE,UFV,2018-08,44
Rural,GO,UTE,2018-08,1
Poder Público,GO,UFV,2018-08,2
Residencial,GO,UFV,2018-08,78
Comercial,PE,UFV,2018-08,19
Residencial,RO,UFV,2018-08,7
Comercial,PR,UFV,2018-08,1
Residencial,PR,UFV,2018-08,4
Industrial,PE,UFV,2018-08,1
Rural,GO,UFV,2018-08,5
Poder Público,PE,UFV,2018-08,1
Comercial,RO,UFV,2018-09,1
Residencial,RO,UFV,2018-09,1
Industrial,PE,UFV,2018-09,2
Rural,PE,UFV,2018-09,3
Comercial,GO,UFV,2018-09,13
Industrial,PR,UFV,2018-09,1
Comercial,PB,UFV,2018-09,1
Industrial,GO,UFV,2018-09,2
Comercial,PE,UFV,2018-09,20
Residencial,MS,UFV,2018-09,1
Rural,GO,UFV,2018-09,7
Residencial,PR,UFV,2018-09,3
Residencial,GO,UFV,2018-09,64
Residencial,PE,UFV,2018-09,56
Comercial,MS,UFV,2018-09,1
Poder Público,GO,UFV,2018-09,1
Comercial,PE,UFV,2018-10,17
Comercial,GO,UFV,2018-10,26
Rural,PR,UFV,2018-10,2
Residencial,PR,UFV,2018-10,5
Rural,GO,UFV,2018-10,11
Residencial,GO,UFV,2018-10,107
Comercial,PB,UFV,2018-10,1
Industrial,PE,UFV,2018-10,3
Rural,RS,UFV,2018-10,1
Comercial,PR,UFV,2018-10,1
Rural,PE,UFV,2018-10,2
Comercial,RO,UFV,2018-10,3
Residencial,PE,UFV,2018-10,46
Residencial,RO,UFV,2018-10,1
Industrial,PE,CGH,2018-10,1
Industrial,GO,UFV,2018-10,1
Residencial,PR,UFV,2018-11,2
Residencial,MS,UFV,2018-11,2
Comercial,GO,UFV,2018-11,27
Residencial,PE,UFV,2018-11,36
Industrial,GO,UFV,2018-11,2
Rural,RS,UFV,2018-11,1
Residencial,GO,UFV,2018-11,88
Comercial,PE,UFV,2018-11,13
Comercial,PR,UFV,2018-11,2
Rural,PE,UFV,2018-11,1
Residencial,RO,UFV,2018-11,8
Rural,GO,UFV,2018-11,11
Residencial,RR,UFV,2018-11,1
Comercial,PR,UFV,2018-12,2
Residencial,MS,UFV,2018-12,4
Residencial,PR,UFV,2018-12,1
Residencial,PB,UFV,2018-12,1
Residencial,BA,UFV,2018-12,2
Rural,PR,UFV,2018-12,1
Rural,RO,UFV,2018-12,1
Residencial,RO,UFV,2018-12,7
Industrial,GO,UFV,2018-12,2
Comercial,RO,UFV,2018-12,2
Industrial,PR,UFV,2018-12,1
Comercial,PE,UFV,2018-12,15
Residencial,GO,UFV,2018-12,104
Rural,GO,UFV,2018-12,7
Comercial,GO,UFV,2018-12,32
Comercial,MG,UFV,2018-12,1
Residencial,RR,UFV,2018-12,2
Residencial,SP,UFV,2018-12,1
Residencial,PE,UFV,2018-12,36
Rural,PR,UFV,2019-01,1
Industrial,GO,UFV,2019-01,1
Industrial,PR,UFV,2019-01,2
Residencial,RO,UFV,2019-01,4
Comercial,SP,UFV,2019-01,1
Rural,RO,UFV,2019-01,1
Residencial,PE,UFV,2019-01,76
Rural,PE,UFV,2019-01,2
Industrial,PE,UFV,2019-01,3
Residencial,PR,UFV,2019-01,2
Residencial,RR,UFV,2019-01,7
Residencial,MS,UFV,2019-01,3
Residencial,GO,UFV,2019-01,114
Residencial,BA,UFV,2019-01,1
Rural,RR,UFV,2019-01,1
Comercial,PR,UFV,2019-01,3
Comercial,GO,UFV,2019-01,19
Comercial,PE,UFV,2019-01,13
Poder Público,PE,UFV,2019-01,1
Rural,GO,UFV,2019-01,11
Comercial,RO,UFV,2019-01,1
Residencial,SP,UFV,2019-01,4
Residencial,MG,UFV,2019-02,1
Comercial,GO,UFV,2019-02,46
Industrial,PR,UFV,2019-02,2
Residencial,RO,UFV,2019-02,16
Comercial,PE,UFV,2019-02,21
Comercial,RO,UFV,2019-02,4
Residencial,SP,UFV,2019-02,1
Residencial,GO,UFV,2019-02,151
Residencial,RR,UFV,2019-02,2
Rural,GO,UFV,2019-02,9
Industrial,GO,UFV,2019-02,1
Rural,RS,UFV,2019-02,1
Industrial,PE,UFV,2019-02,3
Residencial,PE,UFV,2019-02,89
Residencial,PR,UFV,2019-02,2
Comercial,PR,UFV,2019-02,2
Residencial,BA,UFV,2019-02,3
Rural,PE,UFV,2019-02,6
Rural,RO,UFV,2019-02,2
Comercial,BA,UFV,2019-02,1
Industrial,RO,UFV,2019-02,2
Comercial,RR,UFV,2019-02,1
Residencial,MS,UFV,2019-02,3
Comercial,SP,UFV,2019-03,1
Industrial,PR,UFV,2019-03,3
Industrial,GO,UFV,2019-03,3
Rural,PR,UFV,2019-03,1
Rural,GO,UFV,2019-03,13
Residencial,PE,UFV,2019-03,60
Residencial,GO,UFV,2019-03,158
Comercial,GO,UFV,2019-03,48
Residencial,RO,UFV,2019-03,9
Residencial,RR,UFV,2019-03,4
Industrial,PE,UFV,2019-03,1
Residencial,PR,UFV,2019-03,11
Residencial,PB,UFV,2019-03,1
Residencial,SP,UFV,2019-03,4
Residencial,BA,UFV,2019-03,1
Rural,RO,UFV,2019-03,1
Comercial,PE,UFV,2019-03,24
Rural,PE,UFV,2019-03,2
Comercial,PR,UFV,2019-03,4
Poder Público,GO,UFV,2019-03,1
Residencial,MS,UFV,2019-03,1
Residencial,GO,UFV,2019-04,199
Residencial,RO,UFV,2019-04,13
Rural,GO,UFV,2019-04,8
Rural,PE,UFV,2019-04,3
Industrial,GO,UFV,2019-04,1
Industrial,PR,UFV,2019-04,3
Comercial,PE,UFV,2019-04,34
Comercial,MG,UFV,2019-04,1
Comercial,RO,UFV,2019-04,4
Residencial,MG,UFV,2019-04,1
Comercial,PR,UFV,2019-04,12
Residencial,MS,UFV,2019-04,2
Comercial,GO,UFV,2019-04,54
Residencial,PE,UFV,2019-04,122
Residencial,RS,UFV,2019-04,1
Residencial,PR,UFV,2019-04,15
Residencial,RR,UFV,2019-04,3
Rural,PR,UFV,2019-04,9
Rural,RO,UFV,2019-04,1
Residencial,BA,UFV,2019-04,3
Poder Público,RO,UFV,2019-04,1
Residencial,SP,UFV,2019-04,2
Comercial,BA,UFV,2019-05,2
Industrial,RO,UFV,2019-05,1
Comercial,PR,UFV,2019-05,7
Residencial,BA,UFV,2019-05,2
Residencial,PE,UFV,2019-05,134
Residencial,PR,UFV,2019-05,12
Rural,GO,UFV,2019-05,25
Rural,PR,UFV,2019-05,7
Residencial,MS,UFV,2019-05,3
Industrial,PE,UFV,2019-05,2
Residencial,GO,UFV,2019-05,228
Rural,PE,UFV,2019-05,8
Comercial,PE,UFV,2019-05,42
Residencial,RO,UFV,2019-05,19
Comercial,RO,UFV,2019-05,4
Residencial,RR,UFV,2019-05,1
Comercial,SP,UFV,2019-05,1
Residencial,SP,UFV,2019-05,6
